# TOPAS Version: 3.3.p1
# Parameter File: BaseFile.txt
# Results for scorer Dij
# Scored in component: DoseGrid
# X in 80 bins of 0.1 cm
# Y in 80 bins of 0.1 cm
# Z in 1 bin  of 0.1 cm
# DoseToMedium ( Gy ) : Mean   
0, 0, 0, 2.528106286750804e-13
0, 1, 0, 1.472149175116151e-13
0, 2, 0, 4.392011706123842e-13
0, 3, 0, 2.803401502658909e-13
0, 4, 0, 6.38403635390897e-13
0, 5, 0, 3.424896522118715e-13
0, 6, 0, 4.155792566274667e-13
0, 7, 0, 7.286354832404934e-13
0, 8, 0, 6.575981010593443e-13
0, 9, 0, 3.937800846740811e-13
0, 10, 0, 2.262991458260586e-13
0, 11, 0, 3.359587431328638e-13
0, 12, 0, 1.195655203055001e-12
0, 13, 0, 8.117810197836955e-13
0, 14, 0, 5.553801897286035e-13
0, 15, 0, 5.615577692535677e-13
0, 16, 0, 6.762361923938262e-13
0, 17, 0, 4.26480142324863e-13
0, 18, 0, 4.702600109083576e-13
0, 19, 0, 3.699383856064064e-13
0, 20, 0, 4.433786702119574e-13
0, 21, 0, 1.348337399194638e-12
0, 22, 0, 1.673549481668779e-12
0, 23, 0, 2.243906952805211e-13
0, 24, 0, 8.855034772744082e-13
0, 25, 0, 1.004894964968336e-12
0, 26, 0, 8.330884990284764e-13
0, 27, 0, 6.546803142366304e-13
0, 28, 0, 7.113922260494165e-13
0, 29, 0, 6.23056493017341e-14
0, 30, 0, 6.134018297754488e-13
0, 31, 0, 1.55686279819598e-13
0, 32, 0, 1.379335258591811e-12
0, 33, 0, 3.568240051858323e-13
0, 34, 0, 6.275619458963239e-13
0, 35, 0, 4.091774086027445e-13
0, 36, 0, 4.395106702638333e-13
0, 37, 0, 5.584775265789985e-13
0, 38, 0, 4.851275222312185e-13
0, 39, 0, 1.559440650268697e-12
0, 40, 0, 5.816093207649894e-13
0, 41, 0, 6.570541560456171e-13
0, 42, 0, 2.541148802645244e-13
0, 43, 0, 1.686114352562933e-12
0, 44, 0, 7.04539609584098e-13
0, 45, 0, 5.074003276172022e-13
0, 46, 0, 2.715991876164249e-13
0, 47, 0, 1.425061507573065e-12
0, 48, 0, 1.591443276106868e-12
0, 49, 0, 7.196710764579508e-13
0, 50, 0, 3.020436838791755e-13
0, 51, 0, 1.168844904712745e-12
0, 52, 0, 4.321004463447212e-13
0, 53, 0, 6.348457862807514e-13
0, 54, 0, 9.391934344561677e-13
0, 55, 0, 2.065086973779935e-13
0, 56, 0, 5.623136868212302e-13
0, 57, 0, 6.346073022990096e-13
0, 58, 0, 5.0785386431822e-13
0, 59, 0, 3.571720403702336e-13
0, 60, 0, 1.247777228976046e-13
0, 61, 0, 5.719270624878109e-13
0, 62, 0, 5.125555744807677e-13
0, 63, 0, 9.801291951798309e-13
0, 64, 0, 3.750705526303599e-13
0, 65, 0, 3.747873740645794e-13
0, 66, 0, 4.346583179060367e-13
0, 67, 0, 1.15760290643888e-12
0, 68, 0, 1.792820080883034e-13
0, 69, 0, 1.905055961748444e-13
0, 70, 0, 8.35318833919676e-13
0, 71, 0, 3.706703344791517e-13
0, 72, 0, 2.285413308907379e-13
0, 73, 0, 3.825110602062356e-13
0, 74, 0, 1.334079967465737e-13
0, 75, 0, 2.473834980846836e-13
0, 76, 0, 8.123472551968045e-13
0, 77, 0, 3.570257375842411e-13
0, 78, 0, 6.047447230002089e-13
0, 79, 0, 4.217624647760451e-13
1, 0, 0, 1.248402195204309e-13
1, 1, 0, 2.507731068120781e-13
1, 2, 0, 5.115337635217212e-13
1, 3, 0, 3.217927753088474e-13
1, 4, 0, 2.310914750141975e-13
1, 5, 0, 3.361926596221803e-13
1, 6, 0, 7.406101086090443e-13
1, 7, 0, 3.201857429471207e-13
1, 8, 0, 5.218938917230027e-13
1, 9, 0, 5.514295097033774e-13
1, 10, 0, 1.747057117099697e-13
1, 11, 0, 5.785422673900166e-13
1, 12, 0, 4.948032148344016e-13
1, 13, 0, 6.9135349332956e-13
1, 14, 0, 1.247480867197219e-12
1, 15, 0, 6.159038913021439e-13
1, 16, 0, 7.87014067727215e-14
1, 17, 0, 3.360481739447031e-13
1, 18, 0, 4.687063188402628e-13
1, 19, 0, 9.598028690720472e-13
1, 20, 0, 6.129604532148244e-13
1, 21, 0, 6.264671470391816e-13
1, 22, 0, 6.877734160429416e-13
1, 23, 0, 5.43819705401056e-13
1, 24, 0, 1.505238424681023e-12
1, 25, 0, 9.230754634224186e-13
1, 26, 0, 6.779289001706098e-13
1, 27, 0, 9.480788115031392e-13
1, 28, 0, 1.119665729529151e-13
1, 29, 0, 6.616281915182581e-13
1, 30, 0, 3.040562406211042e-13
1, 31, 0, 7.548568272122651e-13
1, 32, 0, 7.120700385275791e-13
1, 33, 0, 8.737709668717409e-13
1, 34, 0, 7.425099199857196e-13
1, 35, 0, 5.999494920415658e-13
1, 36, 0, 5.220801471179617e-13
1, 37, 0, 8.676653321572226e-13
1, 38, 0, 7.481716520922941e-13
1, 39, 0, 1.271370837253362e-12
1, 40, 0, 1.458731242452057e-12
1, 41, 0, 6.418451532353123e-13
1, 42, 0, 6.360660975577428e-13
1, 43, 0, 8.767311436606142e-13
1, 44, 0, 1.889691134485913e-12
1, 45, 0, 1.116410734944971e-12
1, 46, 0, 3.773983107019213e-13
1, 47, 0, 1.147656233763766e-12
1, 48, 0, 1.267804221436002e-12
1, 49, 0, 7.357881223358836e-13
1, 50, 0, 5.677859678985523e-13
1, 51, 0, 4.232261029640071e-13
1, 52, 0, 6.69229890937979e-13
1, 53, 0, 4.787874209947561e-13
1, 54, 0, 5.095058893435434e-13
1, 55, 0, 5.946417608858086e-13
1, 56, 0, 4.88989632095393e-13
1, 57, 0, 9.647275494931035e-13
1, 58, 0, 9.83950253809299e-13
1, 59, 0, 8.596791110682315e-13
1, 60, 0, 8.067252062383883e-13
1, 61, 0, 3.320551063164619e-13
1, 62, 0, 4.946902463692616e-13
1, 63, 0, 5.890337849257571e-13
1, 64, 0, 6.900882205117403e-13
1, 65, 0, 2.307134388645337e-13
1, 66, 0, 6.805919053172064e-13
1, 67, 0, 7.817348900946461e-13
1, 68, 0, 8.279212270087123e-13
1, 69, 0, 4.215024832280989e-14
1, 70, 0, 7.064681439930473e-13
1, 71, 0, 5.138617144114454e-13
1, 72, 0, 8.489222313753055e-13
1, 73, 0, 7.910264421754034e-13
1, 74, 0, 2.648125142954839e-13
1, 75, 0, 4.519782825684956e-13
1, 76, 0, 7.117149276672568e-13
1, 77, 0, 4.092935450129557e-13
1, 78, 0, 1.043902799408034e-13
1, 79, 0, 5.350199168394958e-13
2, 0, 0, 5.060973612860592e-13
2, 1, 0, 7.918089742676317e-13
2, 2, 0, 6.795195441118353e-13
2, 3, 0, 5.241231761333214e-13
2, 4, 0, 3.638624911766134e-13
2, 5, 0, 2.883935298237437e-13
2, 6, 0, 1.363178393756094e-13
2, 7, 0, 3.869716836519024e-13
2, 8, 0, 5.432042731828733e-13
2, 9, 0, 4.960790855574718e-13
2, 10, 0, 4.563793415194106e-13
2, 11, 0, 7.099249262344554e-13
2, 12, 0, 2.485442473511082e-13
2, 13, 0, 7.129054397893194e-13
2, 14, 0, 1.280175619956089e-12
2, 15, 0, 5.836344096935891e-13
2, 16, 0, 4.395641403618724e-13
2, 17, 0, 4.536008542677941e-13
2, 18, 0, 6.520067256240652e-13
2, 19, 0, 1.375478472414168e-12
2, 20, 0, 6.416017177009278e-13
2, 21, 0, 7.094249491791888e-13
2, 22, 0, 5.209736365997252e-13
2, 23, 0, 1.197004810920892e-12
2, 24, 0, 6.112813837305708e-13
2, 25, 0, 9.382571512450555e-13
2, 26, 0, 5.072116215778357e-13
2, 27, 0, 6.381463904509311e-13
2, 28, 0, 6.51565546183509e-13
2, 29, 0, 1.022398563551308e-12
2, 30, 0, 2.11728175412782e-13
2, 31, 0, 1.055116459333096e-12
2, 32, 0, 9.355165632952282e-13
2, 33, 0, 7.023685877879386e-13
2, 34, 0, 8.541037412208045e-13
2, 35, 0, 9.304560028364011e-13
2, 36, 0, 6.551232389938508e-13
2, 37, 0, 8.005367135524812e-13
2, 38, 0, 9.627299087164204e-13
2, 39, 0, 8.302917270343428e-13
2, 40, 0, 1.034870169180505e-12
2, 41, 0, 3.972367278706035e-13
2, 42, 0, 8.708811130269087e-13
2, 43, 0, 1.799548051043486e-12
2, 44, 0, 2.943932754610126e-13
2, 45, 0, 4.631529909418863e-13
2, 46, 0, 5.620714399261976e-13
2, 47, 0, 4.537251246503636e-13
2, 48, 0, 5.633708393629645e-13
2, 49, 0, 8.912018864310354e-13
2, 50, 0, 3.973211465246924e-13
2, 51, 0, 7.905272412418736e-13
2, 52, 0, 8.071982857541872e-13
2, 53, 0, 7.860755880826269e-13
2, 54, 0, 2.886734592286138e-13
2, 55, 0, 8.459347712040839e-13
2, 56, 0, 5.02379658535519e-13
2, 57, 0, 9.412966398443802e-13
2, 58, 0, 4.897517316659554e-13
2, 59, 0, 6.953418985059392e-13
2, 60, 0, 3.505716210961106e-13
2, 61, 0, 3.932063568739739e-13
2, 62, 0, 4.476369530911463e-13
2, 63, 0, 7.445771221915538e-13
2, 64, 0, 1.120963868160031e-12
2, 65, 0, 5.258617224341525e-13
2, 66, 0, 1.316367215337907e-12
2, 67, 0, 3.790328467170124e-13
2, 68, 0, 4.833460586573482e-13
2, 69, 0, 1.540732342656567e-13
2, 70, 0, 1.114070405268796e-13
2, 71, 0, 9.571533251035689e-13
2, 72, 0, 4.657008794798215e-13
2, 73, 0, 2.11877919665546e-13
2, 74, 0, 7.460435192250673e-13
2, 75, 0, 2.482178261120237e-13
2, 76, 0, 6.995047576364695e-13
2, 77, 0, 4.16348165684529e-13
2, 78, 0, 8.528627074642723e-13
2, 79, 0, 7.718574516690043e-13
3, 0, 0, 3.884503532246367e-13
3, 1, 0, 2.856594414260016e-13
3, 2, 0, 4.634214002409552e-13
3, 3, 0, 3.957200431123005e-13
3, 4, 0, 8.92188109668519e-14
3, 5, 0, 8.058347358225874e-13
3, 6, 0, 6.103767509719499e-13
3, 7, 0, 6.758080193365218e-13
3, 8, 0, 8.643334295078905e-13
3, 9, 0, 1.057974351419732e-12
3, 10, 0, 1.299423370612252e-12
3, 11, 0, 4.555694426683323e-13
3, 12, 0, 2.809476084092813e-13
3, 13, 0, 4.871022708168941e-13
3, 14, 0, 6.192585879618961e-13
3, 15, 0, 1.481961579150375e-12
3, 16, 0, 7.937110659352791e-13
3, 17, 0, 4.710598079120475e-13
3, 18, 0, 8.585401590436854e-13
3, 19, 0, 6.277165486234991e-13
3, 20, 0, 1.464640906253206e-12
3, 21, 0, 5.722588247490187e-13
3, 22, 0, 9.634993281233777e-13
3, 23, 0, 8.475499886395575e-13
3, 24, 0, 3.175572911641496e-13
